3805 69.004
7606 68.982
11409 69.018
15210 68.986
19010 68.97
23392 78.302
27771 78.24
32130 77.858
36479 77.706
40827 77.686
45174 77.674
49522 77.686
53870 77.67
58219 77.704
62566 77.672
66914 77.688
71261 77.672
75609 77.67
79957 77.688
84305 77.688
88652 77.672
93000 77.67
97349 77.702
101696 77.674
106044 77.686
110391 77.674
114740 77.684
119088 77.688
123436 77.688
127783 77.672
132131 77.688
136479 77.67
140827 77.688
145174 77.672
149522 77.688
153870 77.668
158218 77.69
162566 77.686
166913 77.674
171261 77.686
175610 77.686
179958 77.688
184305 77.672
188653 77.688
193000 77.654
197349 77.704
201696 77.672
206044 77.688
210390 77.668
214739 77.674
219088 77.702
223435 77.674
227783 77.686
232130 77.654
236493 77.966
240872 78.24
245252 78.256
249631 78.24
254010 78.254
258390 78.224
262770 78.256
267150 78.256
271530 78.256
275910 78.256
280290 78.256
284669 78.24
289049 78.256
293428 78.24
297808 78.256
302187 78.24
306567 78.256
310946 78.24
315326 78.256
319705 78.24
324085 78.256
328464 78.24
332844 78.256
337223 78.24
341603 78.256
345982 78.24
350362 78.256
354741 78.24
359121 78.256
363500 78.22
367880 78.256
372260 78.256
376640 78.256
381020 78.256
385399 78.24
389779 78.256
394159 78.256
398538 78.24
402918 78.256
407297 78.24
411677 78.256
416056 78.24
420436 78.256
424815 78.24
429195 78.256
433574 78.24
437954 78.256
442333 78.24
446713 78.256
451092 78.24
455472 78.256
459851 78.24
464231 78.256
468610 78.222
472990 78.256
477369 78.24
481749 78.256
486129 78.256
490508 78.24
494888 78.256
499267 78.24
