3805 69.004
7606 68.982
11409 69.018
15210 68.986
19010 68.97
22811 69.004
26614 69.018
30417 69.018
34219 69.002
38020 68.986
41822 69.024
45629 69.08
49611 72.29
53596 72.318
57580 72.302
61564 72.322
65549 72.316
69531 72.29
73516 72.318
77500 72.302
81484 72.322
85578 73.572
89744 74.44
93910 74.42
98079 74.49
102245 74.438
106411 74.442
110578 74.438
114744 74.442
118910 74.418
123078 74.472
127244 74.44
131418 74.888
135624 75.512
139813 75.282
143980 74.976
148145 74.97
152316 75.046
156480 74.934
160649 75.026
164817 75.004
168981 74.956
173151 75.032
177359 75.612
181707 77.832
186055 77.832
190403 77.83
194750 77.802
199097 77.82
203445 77.834
207792 77.816
212141 77.848
216249 73.95
220348 73.76
224453 73.854
228558 73.84
232664 73.868
236770 73.852
240877 73.884
244982 73.856
249086 73.826
253190 73.822
257298 73.9
261577 76.532
265888 77.02
270198 77.008
274509 77.02
278818 76.99
283129 77.02
287439 77.006
291749 77.006
296060 77.02
300398 77.498
304778 78.256
309157 78.24
313537 78.256
317916 78.24
322296 78.256
326675 78.24
331055 78.256
335434 78.24
339814 78.256
344197 78.286
348607 78.646
353016 78.632
357427 78.662
361835 78.622
366245 78.646
370655 78.646
375064 78.634
379474 78.65
383882 78.618
388191 77.056
392449 76.168
396705 76.156
400961 76.16
405219 76.17
409475 76.156
413731 76.156
417988 76.158
422246 76.188
426502 76.156
430759 76.154
435015 76.16
439629 81.38
444301 82.24
448974 82.24
453647 82.24
458320 82.24
462993 82.256
467666 82.24
472339 82.24
477012 82.256
481520 79.922
485710 75.482
489898 75.456
494089 75.498
498275 75.426
