2 1.608
1 0.104
12 7.684
11 0.396
12 0.878
18 4.624
20 1.556
25 4.244
27 1.578
27 0.052
28 0.538
31 2.19
31 0.644
31 0.262
31 0.338
41 7.324
41 0.366
41 0.268
44 2.082
44 0.742
45 1.782
49 3.056
49 0.116
50 1.032
52 2.192
55 2.268
56 0.548
57 1.728
59 1.098
59 0.82
59 0.0
59 0.456
59 0.46
59 0.106
59 0.24
59 0.204
59 0.096
59 0.224
59 0.122
59 0.0
59 0.24
59 0.346
59 0.184
59 0.166
59 0.106
61 1.886
72 7.514
72 0.246
73 0.734
73 0.442
74 0.988
74 0.274
74 0.332
74 0.308
74 0.096
75 1.062
74 0.354
74 0.09
74 0.168
74 0.168
75 1.71
77 1.316
80 2.818
80 0.904
80 0.0
81 1.258
80 0.0
81 1.22
80 0.0
81 1.192
84 2.868
85 1.11
86 0.668
86 0.298
93 5.326
94 0.818
98 3.036
103 4.18
103 0.336
104 0.426
106 1.932
105 0.354
105 0.664
112 5.56
115 2.418
117 1.664
118 0.606
118 0.066
117 0.216
116 0.152
118 1.486
122 3.34
128 4.282
128 0.286
132 3.442
133 1.132
133 0.302
134 0.574
134 0.85
133 0.328
134 0.574
134 0.706
133 0.33
133 0.152
134 0.358
133 0.352
133 0.222
134 0.43
133 0.138
133 0.396
133 0.236
133 0.092
133 0.124
134 0.61
133 0.24
134 0.502
134 0.432
133 0.19
133 0.196
133 0.306
133 0.094
133 0.246
133 0.32
134 0.388
134 0.412
133 0.416
134 0.45
133 0.228
134 0.464
134 0.504
133 0.226
133 0.358
133 0.308
134 0.426
133 0.268
134 0.488
133 0.428
133 0.202
133 0.204
134 0.34
133 0.274
133 0.174
133 0.342
134 0.268
133 0.224
134 0.674
133 0.124
134 0.528
134 0.632
133 0.01
134 0.356
133 0.164
133 0.064
134 0.566
134 0.48
133 0.024
133 0.242
133 0.29
133 0.342
133 0.036
133 0.316
133 0.342
134 0.372
134 0.368
133 0.31
134 0.426
133 0.106
134 0.79
133 0.248
133 0.156
133 0.316
133 0.128
133 0.214
133 0.354
133 0.006
133 0.45
133 0.168
133 0.302
133 0.34
133 0.344
134 0.314
133 0.106
134 0.428
133 0.296
133 0.226
133 0.158
134 0.436
133 0.166
133 0.372
133 0.142
134 0.67
134 0.43
134 0.604
133 0.042
134 0.492
133 0.116
133 0.212
134 0.436
134 0.79
134 0.492
133 0.364
133 0.344
134 0.58
133 0.28
133 0.148
133 0.13
133 0.374
134 0.428
133 0.196
133 0.3
133 0.46
133 0.194
133 0.39
133 0.288
133 0.302
133 0.162
134 0.288
133 0.222
134 0.398
133 0.222
133 0.326
133 0.34
133 0.32
133 0.136
133 0.256
134 0.468
133 0.204
133 0.288
134 0.354
134 0.372
134 0.404
133 0.368
133 0.342
133 0.362
134 0.404
133 0.354
134 0.394
134 0.346
133 0.276
133 0.194
133 0.17
134 0.54
133 0.202
133 0.026
133 0.172
134 0.524
133 0.268
133 0.26
133 0.156
133 0.082
134 0.432
134 0.362
133 0.352
133 0.19
133 0.28
134 0.432
133 0.046
133 0.402
134 0.43
133 0.35
133 0.33
133 0.148
133 0.264
134 0.364
134 0.42
134 0.49
133 0.152
133 0.138
133 0.208
133 0.166
133 0.334
133 0.318
133 0.17
134 0.41
133 0.09
133 0.088
133 0.256
134 0.468
133 0.09
133 0.13
134 0.508
134 0.356
134 0.46
133 0.16
133 0.278
134 0.422
134 0.428
133 0.374
134 0.38
134 0.408
134 0.826
133 0.254
133 0.028
133 0.2
134 0.626
133 0.274
133 0.232
134 0.51
134 0.59
133 0.268
133 0.26
134 0.404
133 0.298
134 0.528
133 0.226
134 0.592
133 0.252
133 0.156
133 0.01
133 0.322
134 0.496
134 0.464
133 0.1
133 0.11
133 0.268
134 0.348
133 0.034
134 0.412
134 0.36
134 0.28
134 0.442
134 0.388
133 0.28
133 0.132
134 0.538
133 0.188
134 0.904
133 0.362
133 0.202
133 0.062
134 0.768
134 0.648
133 0.26
134 0.59
133 0.068
133 0.256
133 0.372
133 0.056
133 0.082
133 0.054
133 0.202
133 0.286
134 0.43
133 0.358
133 0.206
133 0.302
134 0.812
133 0.22
134 0.63
133 0.206
133 0.34
133 0.174
133 0.304
133 0.222
133 0.152
133 0.2
133 0.24
133 0.278
133 0.17
133 0.166
133 0.392
134 0.586
134 0.476
133 0.254
133 0.202
133 0.25
133 0.014
133 0.054
133 0.332
133 0.256
134 0.502
134 0.356
134 0.254
134 0.386
133 0.266
133 0.15
133 0.152
133 0.138
133 0.312
134 0.652
133 0.322
134 0.388
134 0.59
133 0.0
134 0.354
134 0.42
133 0.204
133 0.232
133 0.128
140 4.998
142 1.618
145 2.574
146 0.422
146 0.452
146 0.096
146 0.392
150 3.528
153 2.244
156 1.9
160 3.128
173 9.63
187 9.852
187 0.304
187 0.294
187 0.354
187 0.348
187 0.354
192 3.872
193 0.736
193 1.426
193 0.156
193 0.242
193 0.104
193 0.12
193 0.49
193 0.144
193 0.058
193 0.024
193 0.184
193 0.166
193 1.128
193 1.136
193 1.178
193 0.09
193 0.058
193 0.038
192 0.276
193 0.824
193 0.306
193 0.622
193 0.132
193 0.116
193 0.17
193 0.072
193 0.18
193 0.012
191 0.004
192 0.864
191 0.392
192 0.718
193 0.986
193 0.166
193 0.44
193 0.22
193 0.36
192 0.598
193 0.826
195 2.338
195 0.174
196 0.722
213 7.98
325 46.21
401 31.38
405 2.83
412 5.19
419 5.278
423 2.8
428 3.778
428 0.39
431 2.284
431 0.13
431 0.29
431 0.004
431 0.248
431 0.168
431 0.022
431 0.044
431 0.17
431 0.088
431 0.176
431 0.074
431 0.388
431 0.138
431 1.764
431 0.066
431 0.216
431 0.252
431 0.004
431 0.154
431 0.078
431 0.316
431 0.186
431 0.244
431 1.462
431 0.086
431 0.074
431 0.082
431 0.238
431 0.01
431 0.142
431 0.248
431 0.198
431 0.144
431 0.098
431 0.182
431 0.248
431 0.234
431 0.13
431 0.298
431 0.194
431 0.122
431 2.582
431 0.26
431 0.426
431 0.054
431 0.12
431 1.23
431 0.362
431 0.248
431 0.14
431 0.208
431 0.278
431 0.052
431 0.116
431 0.286
431 0.212
431 1.194
431 0.104
431 0.484
431 0.722
431 0.214
431 0.0
431 0.788
431 0.148
431 0.12
431 0.312
431 0.698
431 0.222
431 0.154
431 0.132
431 0.196
431 0.25
431 0.318
431 0.114
431 0.308
431 0.436
431 0.188
431 0.474
431 0.178
431 0.728
431 0.078
431 2.004
431 0.556
431 0.546
431 0.092
431 0.112
431 0.204
