1.3198 0.782
11.3084 6.932
12.1678 0.84
11.3286 0.236
12.1306 0.906
12.1678 0.834
13.3544 1.55
29.1413 10.124
46.4553 11.278
64.8499 11.568
77.3952 8.018
81.1043 2.474
84.5663 2.472
99.4041 9.566
115.6359 10.852
134.0753 11.876
135.2339 1.192
153.0257 11.394
169.5836 10.872
182.0849 8.518
199.7287 11.45
199.7368 0.228
199.7929 0.266
231.8591 15.086
277.8629 20.282
324.0539 20.866
370.8595 21.05
407.6411 17.89
421.2132 9.328
433.6067 8.178
444.4053 7.054
457.4157 8.498
473.5879 10.49
487.3257 9.4
490.8437 2.556
499.9862 5.866
499.8049 0.16
511.7741 7.654
525.2644 8.824
543.7424 12.14
561.3962 11.456
575.913 9.3
587.2662 7.418
605.865 11.15
652.7494 21.02
697.8269 20.542
744.5377 21.308
791.0775 21.036
804.117 6.952
816.2898 7.81
837.2425 13.568
850.9592 8.986
862.4899 7.29
874.2059 7.592
887.2107 8.592
893.6598 4.568
910.9495 11.268
920.7406 6.372
936.6063 10.23
942.6416 3.976
951.5144 5.792
957.8974 4.418
957.8974 0.688
964.8401 5.16
969.5569 3.524
983.3474 9.468
