1.3198 0.782
11.3084 6.932
12.1678 0.84
11.3286 0.236
12.1306 0.906
11.2925 0.254
16.6277 3.836
16.2264 0.0
16.8356 0.368
23.9213 5.128
37.4782 9.286
41.6295 2.658
47.5949 4.06
56.5615 5.828
74.6583 11.694
81.1267 4.442
86.5548 3.934
97.7629 7.28
108.2601 7.152
124.9437 11.072
135.3211 7.094
140.7313 3.476
145.5047 3.37
161.0548 9.936
176.8521 10.278
193.6106 11.118
205.3157 6.466
291.5237 34.474
380.0502 34.842
415.6024 17.97
430.5959 10.196
438.772 5.416
448.9402 6.75
454.7141 3.816
466.625 8.13
482.3022 10.72
487.3257 3.65
499.9079 8.496
520.5624 13.458
532.4552 8.308
536.2212 2.476
540.1216 2.758
545.7997 3.936
552.0508 4.11
565.6002 9.006
578.0506 8.42
589.7443 7.728
617.7498 14.03
700.8056 33.17
782.5192 32.96
810.9227 13.692
818.5459 5.186
835.078 10.78
851.7467 10.688
858.514 4.638
863.7991 4.064
884.454 13.104
897.9372 9.35
910.1165 8.03
915.7177 4.138
927.4885 7.842
940.2867 8.12
948.2863 5.454
948.3326 0.276
949.9559 1.532
961.3119 7.428
967.0354 3.742
983.4368 11.068
