1.3198 0.782
11.3084 6.932
12.1678 0.84
11.3286 0.236
12.1306 0.906
54.8338 16.51
99.0455 16.624
142.2066 16.716
185.524 16.72
228.268 16.662
252.2043 9.054
276.1453 9.098
299.6518 9.104
323.8504 9.132
347.0301 9.076
371.3405 9.0
395.8755 9.212
419.3664 9.094
443.2944 9.072
466.3866 9.076
489.4527 9.084
513.6865 9.18
536.6673 9.018
560.1972 9.106
584.0063 9.092
608.1071 9.156
631.7617 8.96
656.1348 9.204
679.8219 9.048
703.411 9.16
726.7697 9.064
750.2886 9.026
773.8475 9.122
798.4248 9.118
822.5092 9.1
846.022 9.12
869.7765 9.068
893.3205 9.122
916.9429 9.082
941.2952 9.114
965.101 9.032
988.9198 9.146
