5000 79.984
10000 80.0
15000 80.0
20000 80.0
25000 80.0
30000 80.0
35000 80.0
40000 80.0
45000 80.0
50000 80.0
55000 80.0
60000 80.0
65000 80.0
70000 80.0
75000 80.0
80000 80.0
85000 80.0
90000 80.0
95000 80.0
100000 80.0
105000 80.0
110000 80.0
115000 80.0
120000 80.0
125000 80.0
130000 80.0
135000 80.0
140000 80.0
145000 80.0
150000 80.0
155000 80.0
160000 80.0
165000 80.0
170000 80.0
175000 80.0
180000 80.0
185000 80.0
190000 80.0
195000 80.0
200000 80.0
205000 80.0
210000 80.0
215000 80.0
220000 80.0
225000 80.0
230000 80.0
235000 80.0
240000 80.0
245000 80.0
250000 80.0
255000 80.0
260000 80.0
265000 80.0
270000 80.0
275000 80.0
280000 80.0
285000 80.0
290000 80.0
295000 80.0
300000 80.0
305000 80.0
310000 80.0
315000 80.0
320000 80.0
325000 80.0
330000 80.0
335000 80.0
340000 80.0
345000 80.0
350000 80.0
355000 80.0
360000 80.0
365000 80.0
370000 80.0
375000 80.0
380000 80.0
385000 80.0
390000 80.0
395000 80.0
400000 80.0
405000 80.0
410000 80.0
415000 80.0
420000 80.0
425000 80.0
430000 80.0
435000 80.0
440000 80.0
445000 80.0
450000 80.0
455000 80.0
460000 80.0
465000 80.0
470000 80.0
475000 80.0
480000 80.0
485000 80.0
490000 80.0
495000 80.0
